,ordine_data,revenue,transazioni,google_spent,google_impressions,google_clicks,fb_spent,fb_impressions,fb_clicks,bing_spent,bing_impressions,bing_clicks,bing_organico,google_organico,referral,email_sessioni,cambio_eur_dollaro,day_week,month,year
431,2021-10-09,3850.21,218,216.17,5847,642,31.61,6457,15,33.98,2933,142,58,2591,710,14,1.18852,5,10,2021
432,2021-11-09,1637.39,126,159.32,4784,528,33.91,8624,27,23.36,2025,107,27,1667,347,9,1.18733,1,11,2021
433,2021-12-09,2461.81,188,239.68,6150,628,31.48,8531,23,26.35,2187,104,21,1557,321,15,1.1843,3,12,2021
434,2021-09-13,6918.33,454,352.26,9191,970,29.61,8012,24,32.45,1908,122,78,3100,899,32,1.1818899999999999,0,9,2021
435,2021-09-14,5101.67,420,281.67,8997,970,30.09,7644,30,30.86,1211,66,76,3150,959,19,1.1825,1,9,2021
436,2021-09-15,5335.02,402,269.26,7929,832,30.08,7089,26,31.48,1285,63,90,3061,925,19,1.18106,2,9,2021
437,2021-09-16,4384.38,297,259.2,7821,875,31.03,7361,22,33.29,2275,100,74,3049,925,22,1.18106,3,9,2021
438,2021-09-17,2564.39,209,193.23,6800,677,31.46,7037,24,33.08,1886,97,61,2812,807,32,1.1811,4,9,2021
439,2021-09-18,1507.22,110,204.47,5826,598,34.1,8682,20,30.51,2276,112,22,1923,393,16,1.181,5,9,2021
440,2021-09-19,3035.38,223,216.53,5989,652,31.51,8788,31,28.05,1754,70,20,1709,354,5,1.18026,6,9,2021
441,2021-09-20,6164.88,422,300.53,8368,917,31.32,7211,18,32.17,1603,94,72,3234,971,26,1.1818,0,9,2021
442,2021-09-21,5666.57,397,297.58,10427,1099,30.55,6069,21,32.25,1844,111,60,3157,939,38,1.1767,1,9,2021
443,2021-09-22,5529.19,404,208.46,7572,777,29.6,6341,13,31.85,2710,88,65,3123,922,45,1.1722299999999999,2,9,2021
444,2021-09-23,4364.27,348,247.21,8978,953,31.18,6596,20,36.23,2178,89,62,2928,887,32,1.1722299999999999,3,9,2021
445,2021-09-24,3441.28,201,315.1,10932,1006,34.9,6839,13,35.14,4201,139,56,2533,871,34,1.17288,4,9,2021
446,2021-09-25,1503.72,110,198.78,8781,685,34.86,9382,26,23.85,1843,106,27,1655,458,10,1.17269,5,9,2021
447,2021-09-26,3075.01,211,434.63,46134,1106,31.08,8664,25,26.39,2048,102,20,1843,443,12,1.1722,6,9,2021
448,2021-09-27,7223.64,462,605.65,15353,1479,29.05,7529,18,33.15,2785,166,90,3377,1074,31,1.1687,0,9,2021
449,2021-09-28,6191.63,471,437.05,13178,1293,31.41,15015,20,27.91,2097,146,56,3297,1141,36,1.1739600000000001,1,9,2021
450,2021-09-29,6401.52,433,481.57,22369,1418,30.65,15784,23,22.21,1648,90,57,3214,1099,91,1.1719899999999999,2,9,2021
451,2021-09-30,6006.66,399,0.0,0,0,9.87,6702,3,12.37,548,36,63,3156,897,46,1.172,3,9,2021
452,2021-01-10,3259.89,228,0.0,0,0,11.46,4387,0,0.0,0,0,60,2842,679,28,1.17216,6,1,2021
453,2021-02-10,2036.57,111,0.0,0,0,11.58,4840,4,0.0,0,0,33,1804,291,18,1.1694799999999999,2,2,2021
454,2021-03-10,2537.66,191,0.0,0,0,12.69,5724,7,0.0,0,0,30,1785,225,21,1.16861,2,3,2021
455,2021-04-10,5131.19,368,0.0,0,0,8.2,4008,3,0.0,0,0,71,3439,776,35,1.1599,5,4,2021
456,2021-05-10,5867.37,377,0.0,0,0,11.16,4704,3,0.0,0,0,87,3419,842,35,1.1574,0,5,2021
457,2021-06-10,5541.04,369,0.0,0,0,11.12,4772,4,0.0,0,0,61,3305,868,35,1.1591,3,6,2021
458,2021-07-10,4896.12,340,29.37,953,79,12.89,1979,5,42.54,1050,86,69,3274,831,20,1.1591,5,7,2021
459,2021-08-10,3133.15,214,0.0,0,0,12.44,3391,5,35.02,2606,70,67,3026,694,11,1.16062,1,8,2021
460,2021-09-10,1820.66,119,0.0,0,0,12.59,6217,7,0.0,0,0,29,1851,334,5,1.16162,4,9,2021
461,2021-10-10,2994.54,178,0.0,0,0,12.5,7557,6,0.0,0,0,23,1850,261,9,1.15954,6,10,2021
462,2021-11-10,6018.92,420,0.0,0,0,12.04,8197,11,0.0,0,0,64,3493,845,27,1.15547,2,11,2021
463,2021-12-10,5485.87,390,195.03,4566,492,11.02,6724,4,0.0,0,0,70,3528,982,39,1.1558,4,12,2021
464,2021-10-13,5326.8,347,430.37,9759,1113,34.56,14442,36,31.84,1821,104,66,3223,900,21,1.15705,2,10,2021
465,2021-10-14,4858.4,305,372.12,9807,1071,33.99,11028,37,154.38,2640,167,70,3035,944,31,1.1569,3,10,2021
466,2021-10-15,3635.94,217,289.5,7549,752,34.56,10869,26,148.49,2001,140,51,2820,831,35,1.1565,4,10,2021
467,2021-10-16,1739.83,119,224.38,6666,582,35.37,12877,37,139.68,8499,138,23,1846,311,14,1.1553,5,10,2021
468,2021-10-17,3446.23,219,279.92,8294,796,32.38,15532,39,133.03,6411,123,24,1734,230,13,1.15311,6,10,2021
469,2021-10-18,6839.25,467,384.39,10249,1104,31.09,13951,31,146.41,3502,173,65,3170,787,23,1.1595799999999998,0,10,2021
470,2021-10-19,5794.52,417,308.88,9222,974,29.65,13319,24,141.74,2233,146,73,3155,868,38,1.15935,1,10,2021
471,2021-10-20,410.0,29,303.45,9825,942,29.56,9480,23,148.15,2426,187,70,3079,872,26,1.1599700000000002,2,10,2021
